"","HP01_T","HP02_T","HP03_T","HP04_T","HP05_T","HP01_N","HP03_N","HP04_N","HP05_N"
"hsa-miR-6824-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6825-3p",0,0,18,10,0,0,305,14,13
"hsa-miR-6825-5p",0,0,0,10,0,0,12,0,0
"hsa-miR-6826-3p",11,10,0,24,0,0,60,10,13
"hsa-miR-6826-5p",0,0,0,12,0,13,22,0,13
"hsa-miR-6827-3p",0,0,0,15,0,10,0,0,0
"hsa-miR-6827-5p",0,0,0,10,0,0,11,0,0
"hsa-miR-6828-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-6828-5p",0,0,0,12,0,0,25,11,10
"hsa-miR-6829-3p",0,0,0,13,0,0,28,0,0
"hsa-miR-6829-5p",0,0,0,0,0,0,38,0,0
"hsa-miR-6830-3p",10,0,0,31,0,0,33,17,12
"hsa-miR-6830-5p",0,0,0,0,0,0,27,0,12
"hsa-miR-6831-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6831-5p",0,0,0,20,0,10,17,0,10
"hsa-miR-6832-3p",12,22,14,48,22,10,61,30,35
"hsa-miR-6832-5p",14,0,0,26,0,0,20,11,0
"hsa-miR-6833-3p",11,15,0,25,15,14,34,22,25
"hsa-miR-6833-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-6834-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6834-5p",0,0,0,0,0,0,17,0,10
"hsa-miR-6835-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6835-5p",0,13,0,16,10,0,0,13,0
"hsa-miR-6836-3p",0,0,0,0,0,0,57,0,0
"hsa-miR-6836-5p",0,0,0,0,0,0,74,0,0
"hsa-miR-6837-3p",0,0,0,11,0,0,20,0,0
"hsa-miR-6837-5p",0,0,0,10,0,0,17,0,0
"hsa-miR-6838-3p",12,0,0,22,0,0,10,0,0
"hsa-miR-6838-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6839-3p",0,0,16,33,0,10,14,17,35
"hsa-miR-6839-5p",0,0,0,0,11,0,10,0,11
"hsa-miR-6840-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6840-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6841-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6841-5p",0,0,0,0,0,0,12,0,10
"hsa-miR-6842-3p",17,24,16,54,16,15,16,0,12
"hsa-miR-6842-5p",0,0,0,0,0,0,27,0,0
"hsa-miR-6843-3p",0,0,0,14,0,0,17,0,0
"hsa-miR-6844",12,25,0,13,0,0,0,0,10
"hsa-miR-6845-3p",0,0,12,13,0,0,20,0,0
"hsa-miR-6845-5p",0,0,0,0,0,0,13,0,12
"hsa-miR-6846-3p",0,0,0,0,0,0,23,0,11
"hsa-miR-6846-5p",0,0,0,0,0,0,29,0,0
"hsa-miR-6847-3p",0,0,0,19,0,0,17,0,14
"hsa-miR-6847-5p",0,0,0,13,0,0,27,0,12
"hsa-miR-6848-3p",0,0,0,0,0,0,21,0,0
"hsa-miR-6848-5p",0,0,0,0,0,0,26,0,0
"hsa-miR-6849-3p",0,0,0,0,0,0,17,0,0
"hsa-miR-6849-5p",0,0,0,12,0,0,24,0,0
"hsa-miR-6850-3p",0,0,73,12,0,0,67,0,0
"hsa-miR-6850-5p",0,0,0,0,0,0,23,10,0
"hsa-miR-6851-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6851-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6852-3p",0,12,11,16,0,0,27,12,17
"hsa-miR-6852-5p",0,0,0,0,0,0,17,0,12
"hsa-miR-6853-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6853-5p",0,0,0,13,0,0,19,0,0
"hsa-miR-6854-3p",0,0,0,14,0,0,16,0,0
"hsa-miR-6854-5p",0,0,0,14,11,0,13,0,0
"hsa-miR-6855-3p",0,0,0,0,0,0,32,0,0
"hsa-miR-6855-5p",0,0,0,0,0,0,18,0,10
"hsa-miR-6856-3p",0,0,0,0,0,0,19,0,0
"hsa-miR-6856-5p",0,0,0,0,0,0,25,0,0
"hsa-miR-6857-3p",0,0,0,13,0,0,13,0,0
"hsa-miR-6857-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-6858-3p",0,0,0,0,0,0,30,0,0
"hsa-miR-6858-5p",0,0,0,0,0,0,29,0,0
"hsa-miR-6859-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6859-5p",0,0,11,17,0,0,15,12,0
"hsa-miR-6860",0,0,38,77,10,0,3673,0,22
"hsa-miR-6861-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-6861-5p",0,0,0,11,0,0,25,10,0
"hsa-miR-6862-3p",0,0,0,14,0,0,16,0,0
"hsa-miR-6862-5p",0,0,0,11,0,0,16,0,0
"hsa-miR-6863",0,0,0,0,0,0,16,0,0
"hsa-miR-6864-3p",0,0,0,11,0,0,15,0,10
"hsa-miR-6864-5p",0,0,0,0,0,0,0,0,10
"hsa-miR-6865-3p",12,10,0,0,0,0,20,16,0
"hsa-miR-6865-5p",698,314,173,868,54,398,54,280,299
"hsa-miR-6866-3p",0,0,0,11,0,0,10,0,0
"hsa-miR-6866-5p",15,0,14,23,12,0,17,0,0
"hsa-miR-6867-3p",0,0,0,12,0,0,26,0,11
"hsa-miR-6867-5p",0,0,0,20,0,0,29,10,16
"hsa-miR-6868-3p",0,15,0,20,0,0,0,0,22
"hsa-miR-6868-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6869-3p",0,0,0,0,0,0,75,0,0
"hsa-miR-6869-5p",11,0,18,0,0,12,100,21,16
"hsa-miR-6870-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-6870-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-6871-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6871-5p",0,0,0,10,0,0,13,0,0
"hsa-miR-6872-3p",42,33,21,111,16,30,45,37,21
"hsa-miR-6872-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6873-3p",16,20,20,35,11,12,94,0,10
"hsa-miR-6873-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6874-3p",0,0,0,16,0,0,26,0,0
"hsa-miR-6874-5p",0,0,0,12,0,0,15,0,0
"hsa-miR-6875-3p",0,0,10,0,0,0,14,0,0
"hsa-miR-6875-5p",0,0,0,12,0,0,22,10,0
"hsa-miR-6876-3p",0,0,0,10,0,0,18,0,0
"hsa-miR-6876-5p",0,0,0,15,0,0,20,0,0
"hsa-miR-6877-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-6877-5p",0,10,10,17,0,0,82,0,11
"hsa-miR-6878-3p",0,0,14,10,15,12,16,0,14
"hsa-miR-6878-5p",0,0,0,17,0,0,22,0,15
"hsa-miR-6879-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6879-5p",0,0,11,0,0,0,30,0,12
"hsa-miR-6880-3p",0,0,10,20,0,0,0,0,12
"hsa-miR-6881-3p",0,0,0,17,0,0,24,0,14
"hsa-miR-6881-5p",0,0,0,0,0,0,24,0,0
"hsa-miR-6882-3p",0,0,0,11,0,0,10,0,0
"hsa-miR-6882-5p",0,0,17,28,11,13,16,0,13
"hsa-miR-6883-3p",0,0,0,12,0,0,35,0,13
"hsa-miR-6883-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-6884-3p",0,0,0,0,0,0,0,11,0
"hsa-miR-6884-5p",10,0,0,18,11,0,20,0,0
"hsa-miR-6885-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-6885-5p",11,12,0,0,13,15,26,36,11
"hsa-miR-6886-3p",0,0,0,13,0,0,38,10,13
"hsa-miR-6886-5p",0,0,0,0,0,0,22,0,0
"hsa-miR-6887-3p",0,0,12,16,0,0,30,0,16
"hsa-miR-6887-5p",0,0,0,16,0,0,26,0,0
"hsa-miR-6888-3p",0,0,0,0,0,0,0,0,10
"hsa-miR-6888-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6889-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6889-5p",0,0,0,14,0,0,22,0,0
"hsa-miR-6890-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6890-5p",0,0,0,0,0,0,12,0,0
"hsa-miR-6891-3p",0,0,0,18,13,0,23,12,11
"hsa-miR-6891-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6892-3p",0,0,0,15,0,0,20,13,12
"hsa-miR-6892-5p",0,0,0,14,12,0,0,0,13
"hsa-miR-6893-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-6893-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6894-3p",0,0,0,10,0,0,16,0,11
"hsa-miR-6894-5p",0,0,0,14,0,0,26,11,12
"hsa-miR-6895-3p",0,0,0,0,0,0,22,0,0
"hsa-miR-6895-5p",0,0,0,0,0,0,19,0,0
"hsa-miR-7-1-3p",63,126,31,100,54,40,36,33,51
"hsa-miR-7-2-3p",0,0,0,0,0,0,15,0,0
"hsa-miR-7-5p",31955,11235,8188,4762,12615,27260,4416,58521,46691
"hsa-miR-708-3p",106,480,32,423,80,25,0,55,63
"hsa-miR-708-5p",4199,17799,1070,18125,2938,1502,89,1665,1960
"hsa-miR-7106-3p",0,0,0,10,0,0,17,0,0
"hsa-miR-7106-5p",0,0,0,0,0,0,28,0,0
"hsa-miR-7107-3p",0,0,0,22,0,0,25,0,14
"hsa-miR-7107-5p",0,0,0,19,0,0,52,10,0
"hsa-miR-7108-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-7108-5p",0,0,10,12,0,0,68,0,0
"hsa-miR-7109-3p",0,0,0,16,0,0,20,0,0
"hsa-miR-7109-5p",0,0,0,0,0,0,23,0,0
"hsa-miR-711",0,0,0,21,0,0,16,0,0
"hsa-miR-7110-3p",0,0,0,24,0,0,91,19,16
"hsa-miR-7110-5p",0,0,0,0,0,0,132,0,0
"hsa-miR-7111-3p",10,0,0,17,0,14,28,13,14
"hsa-miR-7111-5p",0,0,0,11,0,0,16,0,0
"hsa-miR-7112-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-7112-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-7113-3p",0,0,0,0,0,0,26,0,0
"hsa-miR-7113-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-7114-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-7114-5p",0,0,0,0,0,0,26,0,0
"hsa-miR-7150",0,0,0,0,0,0,21,0,0
"hsa-miR-7151-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7151-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-7152-3p",0,0,0,13,0,0,14,0,0
"hsa-miR-7152-5p",0,0,0,16,10,0,19,0,0
"hsa-miR-7153-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7153-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-7154-3p",0,0,0,0,0,0,17,0,0
"hsa-miR-7154-5p",0,0,0,0,0,0,12,0,0
"hsa-miR-7155-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7155-5p",0,0,0,0,0,0,142,0,0
"hsa-miR-7156-3p",0,0,0,0,0,0,15,0,0
"hsa-miR-7156-5p",0,0,0,0,0,0,15,0,0
"hsa-miR-7157-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7157-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-7158-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7158-5p",30,15,0,18,0,0,29,21,11
"hsa-miR-7159-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7159-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-7160-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-7160-5p",0,0,0,0,0,0,132,0,0
"hsa-miR-7161-3p",0,0,0,0,0,0,15,0,0
"hsa-miR-7161-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-7162-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7162-5p",0,10,0,0,0,0,13,0,14
"hsa-miR-718",18,0,21,25,0,0,111,0,0
"hsa-miR-744-3p",0,0,0,23,0,0,0,14,0
"hsa-miR-744-5p",613,796,565,1252,330,526,57,218,306
"hsa-miR-7515",0,0,0,0,0,0,0,0,0
"hsa-miR-758-3p",0,31,0,0,16,13,16,34,27
"hsa-miR-758-5p",0,14,0,0,0,13,10,19,28
"hsa-miR-759",0,0,0,0,0,0,11,0,0
"hsa-miR-760",25,15,37,29,27,21,32,10,31
"hsa-miR-761",0,0,0,35,11,0,0,19,51
"hsa-miR-762",0,0,0,0,0,0,103,11,0
"hsa-miR-764",11,0,11,0,0,0,71,0,0
"hsa-miR-7641",0,21,118,66,30,0,80,13,28
"hsa-miR-765",12,0,16,47,12,18,22,19,16
"hsa-miR-766-3p",36,47,15,78,37,65,46,158,142
"hsa-miR-766-5p",0,10,0,17,0,0,16,0,12
"hsa-miR-767-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-767-5p",0,10,0,20,15,0,167,14,30
"hsa-miR-769-3p",60,176,77,122,89,34,17,11,36
"hsa-miR-769-5p",411,2421,394,970,919,165,135,756,930
"hsa-miR-770-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-7702",0,0,0,0,0,0,19,0,0
"hsa-miR-7703",0,0,0,0,0,0,0,0,0
"hsa-miR-7704",33,44,58,42,16,65,796,187,70
"hsa-miR-7705",61,36,14,15,10,0,20,0,10
"hsa-miR-7706",49,67,96,93,42,28,19,20,24
"hsa-miR-7843-3p",0,0,0,11,0,0,11,0,0
"hsa-miR-7843-5p",0,0,0,17,0,0,17,0,0
"hsa-miR-7844-5p",0,0,0,0,10,0,12,0,0
"hsa-miR-7845-5p",10,10,0,38,0,12,34,13,0
"hsa-miR-7846-3p",15,0,0,23,10,16,40,23,23
"hsa-miR-7847-3p",0,0,0,13,0,11,65,0,0
"hsa-miR-7848-3p",0,0,0,12,0,0,10,0,0
"hsa-miR-7849-3p",13,15,0,19,0,20,0,22,13
"hsa-miR-7850-5p",0,0,0,18,0,0,13,12,11
"hsa-miR-7851-3p",0,0,0,17,12,0,48,0,0
"hsa-miR-7852-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-7853-5p",0,0,0,10,11,0,10,0,0
"hsa-miR-7854-3p",0,0,0,10,0,0,12,0,0
"hsa-miR-7855-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-7856-5p",0,31,0,0,0,0,13,0,0
"hsa-miR-7973",0,0,0,0,0,0,0,0,0
"hsa-miR-7974",11,0,32,0,0,0,11,0,0
"hsa-miR-7975",0,0,0,0,0,0,0,0,0
"hsa-miR-7976",121,108,48,1712,1069,26,40,381,2131
"hsa-miR-7977",172,210,55,175,57,61,30,66,74
"hsa-miR-7978",0,0,0,0,0,0,0,0,0
"hsa-miR-802",317,359,1327,737,500,764,370,838,950
"hsa-miR-8052",0,0,0,0,0,0,17,0,0
"hsa-miR-8053",0,0,0,0,0,0,0,0,0
"hsa-miR-8054",0,0,0,0,0,0,0,0,0
"hsa-miR-8055",0,0,0,0,0,0,0,0,0
"hsa-miR-8056",0,0,0,0,0,0,0,0,0
"hsa-miR-8057",0,0,0,0,0,0,0,0,0
"hsa-miR-8058",0,0,0,10,0,0,0,0,0
"hsa-miR-8059",12,17,13,81,163,18,24,13,678
"hsa-miR-8060",0,0,11,0,0,0,26,0,0
"hsa-miR-8061",0,0,0,0,0,0,10,0,0
"hsa-miR-8062",0,0,0,0,0,0,0,0,0
"hsa-miR-8063",0,0,0,10,0,0,0,0,0
"hsa-miR-8064",0,0,0,0,0,0,16,0,0
"hsa-miR-8065",0,0,0,0,0,0,0,0,0
"hsa-miR-8066",0,0,0,26,11,0,15,0,15
"hsa-miR-8067",0,0,0,10,0,0,0,0,0
"hsa-miR-8068",0,0,0,0,0,0,11,0,0
"hsa-miR-8069",10,0,0,0,0,0,27,0,0
"hsa-miR-8070",0,0,0,0,0,0,0,0,0
"hsa-miR-8071",0,0,0,11,0,0,20,0,0
"hsa-miR-8072",0,0,0,0,0,0,69,0,0
"hsa-miR-8073",0,0,0,11,0,0,0,0,0
"hsa-miR-8074",0,0,0,0,0,0,0,0,0
"hsa-miR-8075",0,0,0,11,0,0,17,0,11
"hsa-miR-8076",0,0,0,0,0,10,0,0,0
"hsa-miR-8077",0,0,0,16,0,0,16,0,12
"hsa-miR-8078",0,0,0,0,0,0,12,0,0
"hsa-miR-8079",0,0,0,13,0,0,10,0,0
"hsa-miR-8080",0,0,0,0,0,0,0,0,0
"hsa-miR-8081",0,0,0,0,0,0,12,0,0
"hsa-miR-8082",0,0,0,11,0,0,29,0,0
"hsa-miR-8083",0,0,0,0,0,0,0,0,0
"hsa-miR-8084",0,0,0,0,0,0,0,0,0
"hsa-miR-8085",0,0,12,11,11,0,15,0,10
"hsa-miR-8086",0,0,0,0,0,0,0,0,0
"hsa-miR-8087",0,0,0,0,0,0,13,0,0
"hsa-miR-8088",0,0,0,0,0,0,12,0,0
"hsa-miR-8089",10,0,0,0,0,0,12,0,0
"hsa-miR-8485",10,11,28,17,0,19,60,20,23
"hsa-miR-873-3p",0,12,0,18,0,0,10,0,0
"hsa-miR-873-5p",22,83,0,75,0,17,0,25,30
"hsa-miR-874-3p",478,496,118,818,168,100,30,178,222
"hsa-miR-874-5p",59,82,17,181,27,16,21,17,33
"hsa-miR-875-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-875-5p",0,0,0,11,0,0,13,0,10
"hsa-miR-876-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-876-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-877-3p",28,23,17,304,75,31,51,53,187
"hsa-miR-877-5p",29,43,86,81,33,53,63,22,50
"hsa-miR-885-3p",0,0,0,15,25,0,17,0,0
"hsa-miR-885-5p",0,0,14,16,15,10,32,0,15
"hsa-miR-887-3p",65,160,0,119,38,39,26,130,136
"hsa-miR-887-5p",0,10,0,14,0,0,17,0,13
"hsa-miR-888-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-888-5p",0,0,0,0,0,0,0,0,43
"hsa-miR-889-3p",232,299,15,14,66,114,12,152,256
"hsa-miR-889-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-890",0,0,0,0,0,0,10,0,11
"hsa-miR-891a-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-891a-5p",0,0,0,0,0,87,14,44,163
"hsa-miR-891b",0,0,0,0,0,0,14,0,0
"hsa-miR-892a",0,0,0,0,0,0,0,0,11
"hsa-miR-892b",0,0,0,0,0,0,21,0,0
"hsa-miR-892c-3p",15,27,14,47,0,16,10,30,36
"hsa-miR-892c-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-9-3p",11,200,16,44,10,14,26,16,31
"hsa-miR-9-5p",236,3772,228,306,294,392,413,370,892
"hsa-miR-920",0,0,0,0,0,0,18,0,0
"hsa-miR-921",0,0,0,12,0,0,25,0,0
"hsa-miR-922",13,0,0,0,0,0,0,0,0
"hsa-miR-924",0,0,0,0,0,0,0,0,0
"hsa-miR-92a-1-5p",12,17,17,13,0,0,24,0,10
"hsa-miR-92a-2-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-92a-3p",49319,60582,26328,22489,9379,18323,8094,9352,8487
"hsa-miR-92b-3p",3266,2254,1175,1455,530,444,215,230,342
"hsa-miR-92b-5p",141,58,93,83,32,31,50,21,23
"hsa-miR-93-3p",106,297,508,321,104,73,38,91,129
"hsa-miR-93-5p",13011,23939,92787,40411,13748,11444,4612,7146,9594
"hsa-miR-933",0,0,0,19,0,0,27,0,13
"hsa-miR-934",0,122,33,0,88,19,10,58,100
"hsa-miR-935",12,0,50,42,10,10,21,29,33
"hsa-miR-936",12,0,0,16,0,0,28,0,0
"hsa-miR-937-3p",0,13,15,22,0,0,24,0,0
"hsa-miR-937-5p",0,0,0,0,0,0,21,0,0
"hsa-miR-938",0,0,0,0,0,0,0,0,0
"hsa-miR-939-3p",0,0,0,0,0,0,21,0,0
"hsa-miR-939-5p",0,0,12,10,12,11,35,0,10
"hsa-miR-940",11,16,10,15,18,0,65,19,0
"hsa-miR-941",618,491,730,1266,197,330,94,150,103
"hsa-miR-942-3p",12,0,0,12,0,0,0,0,18
"hsa-miR-942-5p",59,57,61,71,62,53,33,47,57
"hsa-miR-943",0,0,0,10,0,0,27,15,13
"hsa-miR-944",0,220,40,12,55,0,0,0,0
"hsa-miR-95-3p",2163,2938,364,3575,653,1362,151,1270,1570
"hsa-miR-95-5p",20,38,0,33,14,16,0,0,24
"hsa-miR-9500",0,0,0,0,0,0,0,0,0
"hsa-miR-96-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-96-5p",1729,4285,1075,63,1568,953,108,1092,1135
"hsa-miR-98-3p",66,150,33,111,32,53,19,50,62
"hsa-miR-98-5p",2114,3656,1580,4459,2194,2097,238,1596,2199
"hsa-miR-99a-3p",213,511,14,80,104,44,11,92,163
"hsa-miR-99a-5p",53205,73744,459,8799,11456,4392,884,25194,23371
"hsa-miR-99b-3p",485,1020,657,1660,988,301,66,486,489
"hsa-miR-99b-5p",14018,26996,13417,44017,16948,8459,765,8590,10484
